cve_id,affected_vendor,published,vulnerability
,Horde,19/08/2020,(0Day) Horde Groupware Webmail Edition Mnemo display_notepads Deserialization of Untrusted Data Remote Code Execution Vulnerability
,Horde,19/08/2020,(0Day) Horde Groupware Webmail Edition prefs sync_notepads Deserialization of Untrusted Data Remote Code Execution Vulnerability
,Horde,19/08/2020,(0Day) Horde Groupware Webmail Edition Kronolith show_time Deserialization of Untrusted Data Remote Code Execution Vulnerability
,Horde,19/08/2020,(0Day) Horde Groupware Webmail Edition prefs sync_notepads Deserialization of Untrusted Data Remote Code Execution Vulnerability
,Horde,19/08/2020,(0Day) Horde Groupware Webmail Edition Collection portal_layout Deserialization of Untrusted Data Remote Code Execution Vulnerability
,Horde,19/08/2020,(0Day) Horde Groupware Webmail Edition Kronolith remote_cals Deserialization of Untrusted Data Remote Code Execution Vulnerability
,Horde,19/08/2020,(0Day) Horde Groupware Webmail Edition remote_edit remote_cals Deserialization of Untrusted Data Remote Code Execution Vulnerability
,Horde,19/08/2020,(0Day) Horde Groupware Webmail Edition remote_unsubscribe remote_cals Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-17402,Parallels,18/08/2020,Parallels Desktop prl_hypervisor Incorrect Permission Assignment for Critical Resource Information Disclosure Vulnerability
CVE-2020-17401,Parallels,18/08/2020,Parallels Desktop VGA Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-17400,Parallels,18/08/2020,Parallels Desktop prl_hypervisor Out-Of-Bounds Read Privilege Escalation Vulnerability
CVE-2020-17399,Parallels,18/08/2020,Parallels Desktop prl_hypervisor Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-17398,Parallels,18/08/2020,Parallels Desktop prl_hypervisor Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-17397,Parallels,18/08/2020,Parallels Desktop Networking Out-Of-Bounds Access Privilege Escalation Vulnerability
CVE-2020-17396,Parallels,18/08/2020,Parallels Desktop prl_hypervisor Integer Overflow Privilege Escalation Vulnerability
CVE-2020-17395,Parallels,18/08/2020,Parallels Desktop Networking Service Integer Underflow Privilege Escalation Vulnerability
CVE-2020-17394,Parallels,18/08/2020,Parallels Desktop OEMNet Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-17393,Parallels,18/08/2020,Parallels Desktop prl_hypervisor Improper Input Validation Information Disclosure Vulnerability
CVE-2020-17392,Parallels,18/08/2020,Parallels Desktop prl_hypervisor Untrusted Pointer Dereference Privilege Escalation Vulnerability
CVE-2020-17391,Parallels,18/08/2020,Parallels Desktop prl_hypervisor Exposed Dangerous Method Information Disclosure Vulnerability
CVE-2020-17390,Parallels,18/08/2020,Parallels Desktop hypervisor Out-Of-Bounds Read Privilege Escalation Vulnerability
CVE-2020-7522,Schneider Electric,17/08/2020,Schneider Electric APC Easy UPS Online SoundUploadServlet processRequest Directory Traversal Remote Code Execution Vulnerability
CVE-2020-7521,Schneider Electric,17/08/2020,Schneider Electric APC Easy UPS Online FileUploadServlet processRequest Directory Traversal Remote Code Execution Vulnerability
CVE-2020-10756,QEMU,17/08/2020,QEMU SLiRP Networking Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1492,Microsoft,14/08/2020,Microsoft Windows QuickTime Video Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-1561,Microsoft,14/08/2020,Microsoft Windows fontdrvhost Font Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-1560,Microsoft,14/08/2020,Microsoft Windows av1decodermft_store MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1555,Microsoft,14/08/2020,Microsoft Chakra Inline Cache Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-1581,Microsoft,13/08/2020,Microsoft Office OfficeClickToRun Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-1493,Microsoft,13/08/2020,Microsoft Outlook EML Rendering Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-1520,Microsoft,13/08/2020,Microsoft Windows PFB Font File Heap-based Buffer Overflow Privilege Escalation Vulnerability
CVE-2020-1556,Microsoft,13/08/2020,Microsoft Windows WalletService Race Condition Information Disclosure Vulnerability
CVE-2020-1556,Microsoft,13/08/2020,Microsoft Windows WalletService Race Condition Information Disclosure Vulnerability
CVE-2020-1337,Microsoft,13/08/2020,Microsoft Windows Print Spooler Directory Junction Privilege Escalation Vulnerability
CVE-2020-1577,Microsoft,13/08/2020,Microsoft Windows findBaseLigature TTF Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1585,Microsoft,13/08/2020,Microsoft Windows av1decodermft_store AVIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1574,Microsoft,13/08/2020,Microsoft Windows WEBP VP8X Integer Overflow Remote Code Execution Vulnerability
CVE-2020-9715,Adobe,12/08/2020,Adobe Acrobat Reader DC ESObject Use-After-Free Remote Code Execution Vulnerability
CVE-2020-9712,Adobe,12/08/2020,Adobe Acrobat Pro DC Web2PDF:AppLinks JavaScript Restrictions Bypass Vulnerability
CVE-2020-9710,Adobe,12/08/2020,Adobe Acrobat Pro DC convert Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9706,Adobe,12/08/2020,Adobe Acrobat Pro DC updateFeed Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9706,Adobe,12/08/2020,Adobe Acrobat Pro DC removeFeed Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9707,Adobe,12/08/2020,Adobe Acrobat Pro DC selectFeed Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9706,Adobe,12/08/2020,Adobe Acrobat Pro DC addFeed Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9697,Adobe,12/08/2020,Adobe Acrobat Reader DC app.measureDialog Information Disclosure Vulnerability
CVE-2020-9694,Adobe,12/08/2020,Adobe Acrobat Reader DC JPEG2000 Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9693,Adobe,12/08/2020,Adobe Acrobat Reader DC JPEG2000 Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-15708,Canonical,11/08/2020,Canonical Ubuntu Virtualization Library Arbitrary File Write Privilege Escalation Vulnerability
CVE-2020-15704,Canonical,11/08/2020,Canonical Ubuntu Point-to-Point Protocol Daemon Arbitrary File Read Information Disclosure Vulnerability
CVE-2020-15702,Canonical,11/08/2020,Canonical Ubuntu apport Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-11936,Canonical,11/08/2020,Canonical Ubuntu apport Unnecessary Privileges Information Disclosure Vulnerability
,Micro Focus,10/08/2020,Micro Focus Secure Messaging Gateway manage_domains_save_data SaveData Command Injection Remote Code Execution Vulnerability
CVE-2020-17389,Marvell,10/08/2020,Marvell QConvergeConsole GWTTestServiceImpl decryptFile Directory Traversal Remote Code Execution Vulnerability
CVE-2020-17388,Marvell,10/08/2020,Marvell QConvergeConsole Exposed Dangerous Method or Function Remote Code Execution
CVE-2020-17387,Marvell,10/08/2020,Marvell QConvergeConsole writeObjectToConfigFile Directory Traversal Remote Code Execution Vulnerability
CVE-2020-15645,Marvell,10/08/2020,Marvell QConvergeConsole getFileFromURL Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-15644,Marvell,10/08/2020,Marvell QConvergeConsole setAppFileBytes Directory Traversal Remote Code Execution Vulnerability
CVE-2020-15643,Marvell,10/08/2020,Marvell QConvergeConsole saveAsText Directory Traversal Remote Code Execution Vulnerability
CVE-2020-15642,Marvell,10/08/2020,Marvell QConvergeConsole isHPSmartComponent Command Injection Remote Code Execution Vulnerability
CVE-2020-15641,Marvell,10/08/2020,Marvell QConvergeConsole getFileUploadBytes Directory Traversal Information Disclosure Vulnerability
CVE-2020-15640,Marvell,10/08/2020,Marvell QConvergeConsole getFileUploadBytes Directory Traversal Information Disclosure Vulnerability
CVE-2020-15639,Marvell,10/08/2020,Marvell QConvergeConsole decryptFile Directory Traversal Remote Code Execution Vulnerability
CVE-2020-16223,Delta Industrial Automation,10/08/2020,Delta Industrial Automation TPEditor TPE File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16227,Delta Industrial Automation,10/08/2020,Delta Industrial Automation TPEditor TPE File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-16225,Delta Industrial Automation,10/08/2020,Delta Industrial Automation TPEditor TPE File Parsing Write-what-where Condition Remote Code Execution Vulnerability
CVE-2020-16219,Delta Industrial Automation,10/08/2020,Delta Industrial Automation TPEditor TPE File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-16221,Delta Industrial Automation,10/08/2020,Delta Industrial Automation TPEditor TPE File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16219,Delta Industrial Automation,10/08/2020,Delta Industrial Automation TPEditor TPE File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9939,Apple,10/08/2020,(Pwn2Own) Apple macOS kextload Time-Of-Check Time-Of-Use Memory Corruption Vulnerability
CVE-2020-16207,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16207,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16211,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-16213,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-16207,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16229,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Type Confusion Remote Code Execution Vulnerability
CVE-2020-16215,Advantech,10/08/2020,Advantech WebAccess IOCTL 0x2711 BwPFile Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16217,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Double Free Remote Code Execution Vulnerability
CVE-2020-16207,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16207,Advantech,10/08/2020,Advantech WebAccess/HMI Designer PM3 File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-7460,FreeBSD,06/08/2020,FreeBSD Kernel sendmsg System Call Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-16203,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Uninitialized Pointer Dereference Remote Code Execution Vulnerability
CVE-2020-16201,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-16201,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-16201,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-16201,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-16199,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16201,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-16201,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-16199,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-16199,Delta Industrial Automation,05/08/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9875,Apple,05/08/2020,Apple macOS ImageIO EXR Parsing Integer Overflow Remote Code Execution Vulnerability
CVE-2020-15636,NETGEAR,04/08/2020,NETGEAR Multiple Routers check_ra Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-15635,NETGEAR,04/08/2020,NETGEAR R6700 acsd Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-15634,NETGEAR,04/08/2020,NETGEAR R6700 httpd strtblupgrade Format String Remote Code Execution Vulnerability
CVE-2020-14347,X.Org,04/08/2020,X.Org Server Pixel Data Uninitialized Memory Information Disclosure Vulnerability
CVE-2020-15638,Foxit,04/08/2020,Foxit PhantomPDF JSCreate Type Confusion Remote Code Execution Vulnerability
CVE-2020-15637,Foxit,04/08/2020,Foxit PhantomPDF SetLocalDescription Use-After-Free Information Disclosure Vulnerability
CVE-2019-13510,Rockwell Automation,04/08/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13510,Rockwell Automation,04/08/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13510,Rockwell Automation,04/08/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13510,Rockwell Automation,04/08/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13510,Rockwell Automation,04/08/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2019-13510,Rockwell Automation,04/08/2020,Rockwell Automation Arena Simulation DOE File Parsing Use-After-Free Remote Code Execution Vulnerability
,IBM,28/07/2020,(0Day) IBM Informix bts_tracefile Directory Traversal Remote Code Execution Vulnerability
CVE-2020-1400,Microsoft,23/07/2020,Microsoft Windows JET Database Engine Integer Underflow Remote Code Execution Vulnerability
CVE-2020-1421,Microsoft,23/07/2020,Microsoft Windows LNK File Parsing Type Confusion Remote Code Execution Vulnerability
CVE-2020-9680,Adobe,22/07/2020,Adobe Prelude MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9679,Adobe,22/07/2020,Adobe Prelude MOV File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9678,Adobe,22/07/2020,Adobe Prelude MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9677,Adobe,22/07/2020,Adobe Prelude 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9687,Adobe,22/07/2020,Adobe Photoshop MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9686,Adobe,22/07/2020,Adobe Photoshop MOV File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9685,Adobe,22/07/2020,Adobe Photoshop MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9684,Adobe,22/07/2020,Adobe Photoshop MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9683,Adobe,22/07/2020,Adobe Photoshop 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9674,Adobe,22/07/2020,Adobe Bridge MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9676,Adobe,22/07/2020,Adobe Bridge MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9675,Adobe,22/07/2020,Adobe Bridge 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9936,Apple,21/07/2020,Apple macOS decodePICT PIC Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9894,Apple,21/07/2020,Apple Safari getAnimations Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9884,Apple,21/07/2020,Apple macOS AudioToolboxCore CAF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9893,Apple,21/07/2020,Apple Safari RenderWidget Use-After-Free Remote Code Execution Vulnerability
,Microsoft,20/07/2020,(0Day) Microsoft Windows hevcdecoder_store HEIC File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-14703,Oracle,20/07/2020,Oracle VirtualBox e1000 Unintialized Memory Information Disclosure Vulnerability
CVE-2020-14704,Oracle,20/07/2020,Oracle VirtualBox BusLogicSCSI Uninitialized Memory Information Disclosure Vulnerability
CVE-2020-14700,Oracle,20/07/2020,Oracle VirtualBox e1000 Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-14699,Oracle,20/07/2020,Oracle VirtualBox e1000 Integer Underflow Privilege Escalation Vulnerability
CVE-2020-14698,Oracle,20/07/2020,Oracle VirtualBox virtio-net Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-14695,Oracle,20/07/2020,Oracle VirtualBox BusLogicSCSI Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-14694,Oracle,20/07/2020,Oracle VirtualBox BusLogicSCSI Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-14673,Oracle,20/07/2020,Oracle VirtualBox LsiLogicSCSI Time-Of-Check Time-Of-Use Information Disclosure Vulnerability
CVE-2020-14664,Oracle,20/07/2020,Oracle Java Runtime Environment HTML Rendering Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-14674,Oracle,20/07/2020,Oracle VirtualBox LsiLogicSCSI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-14675,Oracle,20/07/2020,Oracle VirtualBox PCnet Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-14676,Oracle,20/07/2020,Oracle VirtualBox PCnet Out-Of-Bounds Access Privilege Escalation Vulnerability
CVE-2020-14677,Oracle,20/07/2020,Oracle VirtualBox PCnet Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-14650,Oracle,20/07/2020,Oracle VirtualBox LsiLogicSCSI Time-Of-Check Time-Of-Use Information Disclosure Vulnerability
CVE-2020-14649,Oracle,20/07/2020,Oracle VirtualBox LsiLogicSCSI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-14647,Oracle,20/07/2020,Oracle VirtualBox LsiLogicSCSI Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-14648,Oracle,20/07/2020,Oracle VirtualBox LsiLogicSCSI Time-Of-Check Time-Of-Use Information Disclosure Vulnerability
CVE-2020-14646,Oracle,20/07/2020,Oracle VirtualBox LsiLogicSCSI Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-14629,Oracle,20/07/2020,Oracle VirtualBox virtio-net Uninitialized Memory Information Disclosure Vulnerability
CVE-2020-14628,Oracle,20/07/2020,Oracle VirtualBox Guest Additions Unnecessary Privileges Local Privilege Escalation Vulnerability
CVE-2020-14625,Oracle,20/07/2020,Oracle WebLogic Server T3 Protocol Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-9650,Adobe,20/07/2020,Adobe Media Encoder MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9646,Adobe,20/07/2020,Adobe Media Encoder MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9649,Adobe,20/07/2020,Adobe Media Encoder 3GP File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-15633,D-Link,20/07/2020,D-Link Multiple Routers HNAP GetCAPTCHAsetting Authentication Bypass Vulnerability
CVE-2020-15632,D-Link,20/07/2020,D-Link DIR-842 HNAP GetCAPTCHAsetting Authentication Bypass Vulnerability
CVE-2020-15631,D-Link,20/07/2020,D-Link DAP-1860 HNAP SOAPAction Command Injection Remote Code Execution Vulnerability
CVE-2020-4464,IBM,20/07/2020,IBM WebSphere Application Server SOAP Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-1436,Microsoft,16/07/2020,Microsoft Windows PFB Font File Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-0987,Microsoft,16/07/2020,Microsoft Windows mf3216 EMF EMR_SETDIBITSTODEVICE Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-1355,Microsoft,16/07/2020,Microsoft Windows fontdrvhost Font Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-1439,Microsoft,16/07/2020,Microsoft SharePoint Scorecards Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-1382,Microsoft,16/07/2020,(Pwn2Own) Microsoft Windows DirectComposition RemoveBindingManagerReferenceFromTrackerIfNecessary Use-After-Free Privilege Escalation Vulnerability
CVE-2020-1381,Microsoft,16/07/2020,(Pwn2Own) Microsoft Windows DirectComposition SetBufferProperty Use-After-Free Privilege Escalation Vulnerability
CVE-2020-15630,Foxit,16/07/2020,Foxit Studio Photo PNG File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-15629,Foxit,16/07/2020,Foxit Studio Photo TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskEditDeviceTable getTaskEditorSearchDevices SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskEditDeviceTable updateSelected SQL Injection Information Disclosure Vulnerability
CVE-2020-14499,Advantech,16/07/2020,Advantech iView UserServlet getAllUsersAccountInfo Improper Access Control Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskEditDeviceTable getDeviceCount SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView DeviceTreeTable getUpdateDeviceListDetails SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskEditDeviceTable clearTaskEditorTable SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskEditDeviceTable initTaskEditorSearchValues SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView User setUserAccountInfo SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView User addUser SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView User checkForDuplicateUserName SQL Injection Remote Code Execution Vulnerability
CVE-2020-14501,Advantech,16/07/2020,Advantech iView UserServlet performDeleteUser Missing Authentication for Critical Function Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskEditDeviceTable updateDeviceAuthentication SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView LinksTable deleteLinks SQL Injection Remote code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView DeviceTreeTable setDeviceAuthentication SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView UpdateTable insertUpdateItem SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView ZTPConfigTable findConfiguration SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskEditDeviceTable updateSelectedPROMVersion SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView DeviceTreeTable updateSegmentInfo SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView ZTPConfigTable findConfiguration SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskMgrTable getExportDataDetails SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TaskMgrTable getExportData SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView NetworkServlet SQL Injection Information Disclosure Vulnerability
CVE-2020-14507,Advantech,16/07/2020,Advantech iView LinksTable exportLinks Directory Traversal Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TrapTable retrieveActiveTrapCount SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView DeviceTreeTable getInventoryReportData SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView TrapEventConfig retrieveDeviceTrapConfig SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView ConfigurationTable setConfigurationItem SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView NetworkServlet SQL Injection Remote Code Execution Vulnerability
CVE-2020-14507,Advantech,16/07/2020,Advantech iView NetworkServlet Directory Traversal Remote Code Execution Vulnerability
CVE-2020-14507,Advantech,16/07/2020,Advantech iView MenuServlet Directory Traversal Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView UserServlet SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView DeviceTreeTable getInventoryExportData SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView PSTable getPSInventoryExportData SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView DeviceTreeTable updateNamingData SQL Injection Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView SystemTable updateLDAPSettings SQL Injection Information Disclosure Vulnerability
CVE-2020-14503,Advantech,16/07/2020,Advantech iView NetworkServlet Improper Input Validation Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView DeviceTreeTable checkForChassisUpdates SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView NetworkServlet SQL Injection Information Disclosure Vulnerability
CVE-2020-14505,Advantech,16/07/2020,Advantech iView NetworkServlet restoreDatabase Command Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView NetworkServlet SQL Injection Information Disclosure Vulnerability
CVE-2020-14507,Advantech,16/07/2020,Advantech iView ZTPConfig importZtpConfiguration Directory Traversal Information Disclosure Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView NetworkServlet SQL Injection Remote Code Execution Vulnerability
CVE-2020-14497,Advantech,16/07/2020,Advantech iView LinksTable retrieveSearchLinks SQL Injection Remote Code Execution Vulnerability
CVE-2020-12498,Phoenix Contact,10/07/2020,Phoenix Contact Automationworx PC WORX MWE File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-12497,Phoenix Contact,10/07/2020,Phoenix Contact Automationworx PLCOpen XML File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12025,Rockwell Automation,09/07/2020,(0Day) (Pwn2Own) Rockwell Automation Studio 5000 AML File Parsing XML External Entity Processing Information Disclosure Vulnerability
CVE-2020-9815,Apple,09/07/2020,Apple macOS AudioToolboxCore CAF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-15419,Veeam,08/07/2020,Veeam ONE Reporter_ImportLicense Page_Load XML External Entity Processing Information Disclosure Vulnerability
